Temperature,Time,Raspi_id
38.459,2022-08-25 18:45:07,1
37.972,2022-08-25 18:50:07,1
37.972,2022-08-25 18:55:08,1
37.972,2022-08-25 19:00:08,1
37.972,2022-08-25 19:05:08,1
37.972,2022-08-25 19:10:08,1
37.972,2022-08-25 19:15:08,1
38.946,2022-08-25 19:20:08,1
37.485,2022-08-25 19:25:08,1
38.459,2022-08-25 19:30:08,1
37.485,2022-08-25 19:35:08,1
38.459,2022-08-25 19:40:09,1
38.459,2022-08-25 19:45:09,1
37.485,2022-08-25 19:50:09,1
38.946,2022-08-25 19:55:09,1
37.972,2022-08-25 20:00:09,1
38.459,2022-08-25 20:05:09,1
37.972,2022-08-25 20:10:09,1
37.972,2022-08-25 20:15:09,1
37.972,2022-08-25 20:20:09,1
37.972,2022-08-25 20:25:09,1
38.946,2022-08-25 20:30:09,1
37.485,2022-08-25 20:35:10,1
39.433,2022-08-25 20:40:10,1
38.459,2022-08-25 20:45:10,1
38.946,2022-08-25 20:50:10,1
37.972,2022-08-25 20:55:10,1
38.946,2022-08-25 21:00:10,1
38.459,2022-08-25 21:05:10,1
37.485,2022-08-25 21:10:10,1
38.946,2022-08-25 21:15:10,1
38.459,2022-08-25 21:20:11,1
38.946,2022-08-25 21:25:11,1
38.946,2022-08-25 21:30:11,1
37.485,2022-08-25 21:35:11,1
38.459,2022-08-25 21:40:11,1
37.972,2022-08-25 21:45:11,1
37.485,2022-08-25 21:50:11,1
37.972,2022-08-25 21:55:11,1
37.972,2022-08-25 22:00:11,1
36.998,2022-08-25 22:05:12,1
38.946,2022-08-25 22:10:12,1
38.459,2022-08-25 22:15:12,1
38.459,2022-08-25 22:20:12,1
36.998,2022-08-25 22:25:12,1
37.485,2022-08-25 22:30:12,1
37.972,2022-08-25 22:35:12,1
37.972,2022-08-25 22:40:12,1
37.485,2022-08-25 22:45:13,1
37.972,2022-08-25 22:50:13,1
37.972,2022-08-25 22:55:13,1
37.972,2022-08-25 23:00:13,1
37.972,2022-08-25 23:05:13,1
37.485,2022-08-25 23:10:13,1
37.485,2022-08-25 23:15:13,1
37.485,2022-08-25 23:20:13,1
37.972,2022-08-25 23:25:14,1
38.459,2022-08-25 23:30:14,1
37.485,2022-08-25 23:35:14,1
38.459,2022-08-25 23:40:14,1
38.459,2022-08-25 23:45:14,1
37.972,2022-08-25 23:50:14,1
37.972,2022-08-25 23:55:14,1
39.433,2022-08-26 00:00:14,1
36.998,2022-08-26 00:05:14,1
37.485,2022-08-26 00:10:15,1
37.485,2022-08-26 00:15:15,1
38.946,2022-08-26 00:20:15,1
36.998,2022-08-26 00:25:15,1
37.972,2022-08-26 00:30:15,1
37.485,2022-08-26 00:35:15,1
37.485,2022-08-26 00:40:15,1
38.946,2022-08-26 00:45:15,1
37.485,2022-08-26 00:50:15,1
37.972,2022-08-26 00:55:15,1
37.972,2022-08-26 01:00:15,1
37.485,2022-08-26 01:05:16,1
37.485,2022-08-26 01:10:16,1
38.459,2022-08-26 01:15:16,1
36.998,2022-08-26 01:20:16,1
37.485,2022-08-26 01:25:16,1
37.485,2022-08-26 01:30:16,1
37.485,2022-08-26 01:35:16,1
37.485,2022-08-26 01:40:17,1
37.972,2022-08-26 01:45:17,1
37.972,2022-08-26 01:50:17,1
38.459,2022-08-26 01:55:17,1
37.485,2022-08-26 02:00:17,1
38.459,2022-08-26 02:05:17,1
36.511,2022-08-26 02:10:17,1
37.485,2022-08-26 02:15:18,1
37.485,2022-08-26 02:20:18,1
36.511,2022-08-26 02:25:18,1
37.485,2022-08-26 02:30:18,1
38.946,2022-08-26 02:35:18,1
36.998,2022-08-26 02:40:18,1
37.972,2022-08-26 02:45:18,1
37.972,2022-08-26 02:50:18,1
37.972,2022-08-26 02:55:18,1
37.972,2022-08-26 03:00:19,1
37.485,2022-08-26 03:05:19,1
36.998,2022-08-26 03:10:19,1
37.485,2022-08-26 03:15:19,1
37.485,2022-08-26 03:20:19,1
38.459,2022-08-26 03:25:19,1
36.998,2022-08-26 03:30:19,1
37.972,2022-08-26 03:35:19,1
36.998,2022-08-26 03:40:20,1
37.485,2022-08-26 03:45:20,1
37.972,2022-08-26 03:50:20,1
36.998,2022-08-26 03:55:20,1
36.998,2022-08-26 04:00:20,1
37.972,2022-08-26 04:05:20,1
37.972,2022-08-26 04:10:20,1
36.998,2022-08-26 04:15:20,1
36.998,2022-08-26 04:20:21,1
37.485,2022-08-26 04:25:21,1
37.485,2022-08-26 04:30:21,1
37.972,2022-08-26 04:35:21,1
37.972,2022-08-26 04:40:21,1
36.998,2022-08-26 04:45:21,1
37.485,2022-08-26 04:50:21,1
36.998,2022-08-26 04:55:21,1
36.998,2022-08-26 05:00:22,1
37.485,2022-08-26 05:05:22,1
36.998,2022-08-26 05:10:22,1
38.459,2022-08-26 05:15:22,1
38.459,2022-08-26 05:20:22,1
37.972,2022-08-26 05:25:22,1
36.998,2022-08-26 05:30:22,1
37.972,2022-08-26 05:35:22,1
36.511,2022-08-26 05:40:23,1
36.024,2022-08-26 05:45:23,1
36.998,2022-08-26 05:50:23,1
37.485,2022-08-26 05:55:23,1
37.485,2022-08-26 06:00:23,1
37.485,2022-08-26 06:05:23,1
36.998,2022-08-26 06:10:23,1
37.485,2022-08-26 06:15:23,1
36.998,2022-08-26 06:20:24,1
37.485,2022-08-26 06:25:24,1
37.485,2022-08-26 06:30:24,1
36.998,2022-08-26 06:35:24,1
36.998,2022-08-26 06:40:24,1
37.485,2022-08-26 06:45:24,1
36.511,2022-08-26 06:50:24,1
36.511,2022-08-26 06:55:24,1
36.998,2022-08-26 07:00:24,1
36.998,2022-08-26 07:05:24,1
36.998,2022-08-26 07:10:25,1
36.511,2022-08-26 07:15:25,1
36.998,2022-08-26 07:20:25,1
36.511,2022-08-26 07:25:25,1
37.972,2022-08-26 07:30:25,1
37.485,2022-08-26 07:35:25,1
37.485,2022-08-26 07:40:25,1
37.972,2022-08-26 07:45:26,1
37.485,2022-08-26 07:50:26,1
36.998,2022-08-26 07:55:26,1
37.485,2022-08-26 08:00:26,1
36.511,2022-08-26 08:05:26,1
36.998,2022-08-26 08:10:26,1
37.485,2022-08-26 08:15:26,1
35.05,2022-08-26 08:20:26,1
33.589,2022-08-26 08:25:27,1
32.615,2022-08-26 08:30:27,1
33.102,2022-08-26 08:35:27,1
34.563,2022-08-26 08:40:27,1
35.05,2022-08-26 08:45:27,1
35.537,2022-08-26 08:50:27,1
35.05,2022-08-26 08:55:28,1
35.537,2022-08-26 09:00:28,1
35.537,2022-08-26 09:05:28,1
35.537,2022-08-26 09:10:28,1
36.024,2022-08-26 09:15:28,1
37.485,2022-08-26 09:20:28,1
36.998,2022-08-26 09:25:28,1
36.998,2022-08-26 09:30:28,1
37.485,2022-08-26 09:35:29,1
36.998,2022-08-26 09:40:29,1
37.485,2022-08-26 09:45:29,1
37.972,2022-08-26 09:50:29,1
37.485,2022-08-26 09:55:29,1
37.972,2022-08-26 10:00:29,1
36.998,2022-08-26 10:05:29,1
36.998,2022-08-26 10:10:30,1
38.459,2022-08-26 10:15:30,1
37.485,2022-08-26 10:20:30,1
38.946,2022-08-26 10:25:30,1
37.485,2022-08-26 10:30:30,1
37.485,2022-08-26 10:35:30,1
35.537,2022-08-26 10:40:30,1
34.563,2022-08-26 10:45:31,1
34.076,2022-08-26 10:50:31,1
34.563,2022-08-26 10:55:31,1
35.537,2022-08-26 11:00:31,1
35.05,2022-08-26 11:05:31,1
35.05,2022-08-26 11:10:31,1
36.511,2022-08-26 11:15:31,1
36.024,2022-08-26 11:20:32,1
36.511,2022-08-26 11:25:32,1
37.485,2022-08-26 11:30:32,1
37.485,2022-08-26 11:35:32,1
36.511,2022-08-26 11:40:32,1
36.998,2022-08-26 11:45:32,1
37.485,2022-08-26 11:50:32,1
36.511,2022-08-26 11:55:33,1
36.998,2022-08-26 12:00:33,1
37.485,2022-08-26 12:05:33,1
37.485,2022-08-26 12:10:33,1
36.511,2022-08-26 12:15:33,1
38.946,2022-08-26 12:20:33,1
36.998,2022-08-26 12:25:34,1
37.972,2022-08-26 12:30:34,1
37.485,2022-08-26 12:35:34,1
37.485,2022-08-26 12:40:34,1
36.511,2022-08-26 12:45:34,1
37.485,2022-08-26 12:50:34,1
36.511,2022-08-26 12:55:34,1
36.024,2022-08-26 13:00:35,1
35.05,2022-08-26 13:05:35,1
34.563,2022-08-26 13:10:35,1
35.537,2022-08-26 13:15:35,1
35.05,2022-08-26 13:20:35,1
34.563,2022-08-26 13:25:35,1
36.511,2022-08-26 13:30:35,1
35.537,2022-08-26 13:35:36,1
35.537,2022-08-26 13:40:36,1
36.024,2022-08-26 13:45:36,1
36.998,2022-08-26 13:50:36,1
36.511,2022-08-26 13:55:36,1
36.998,2022-08-26 14:00:36,1
35.537,2022-08-26 14:05:36,1
36.024,2022-08-26 14:10:37,1
35.537,2022-08-26 14:15:37,1
34.563,2022-08-26 14:20:37,1
35.05,2022-08-26 14:25:37,1
35.537,2022-08-26 14:30:37,1
35.537,2022-08-26 14:35:37,1
36.511,2022-08-26 14:40:37,1
36.998,2022-08-26 14:45:38,1
36.511,2022-08-26 14:50:38,1
37.485,2022-08-26 14:55:38,1
35.537,2022-08-26 15:00:38,1
35.537,2022-08-26 15:05:38,1
34.563,2022-08-26 15:10:38,1
34.563,2022-08-26 15:15:39,1
34.563,2022-08-26 15:20:39,1
35.537,2022-08-26 15:25:39,1
35.537,2022-08-26 15:30:39,1
35.05,2022-08-26 15:35:39,1
36.511,2022-08-26 15:40:39,1
37.485,2022-08-26 15:45:39,1
36.998,2022-08-26 15:50:40,1
36.511,2022-08-26 15:55:40,1
36.024,2022-08-26 16:00:40,1
36.998,2022-08-26 16:05:40,1
35.05,2022-08-26 16:10:40,1
35.537,2022-08-26 16:15:40,1
35.537,2022-08-26 16:20:41,1
34.563,2022-08-26 16:25:41,1
35.05,2022-08-26 16:30:41,1
35.537,2022-08-26 16:35:41,1
35.05,2022-08-26 16:40:41,1
35.537,2022-08-26 16:45:41,1
36.024,2022-08-26 16:50:42,1
36.511,2022-08-26 16:55:42,1
35.537,2022-08-26 17:00:42,1
34.076,2022-08-26 17:05:42,1
34.076,2022-08-26 17:10:42,1
35.05,2022-08-26 17:15:42,1
35.05,2022-08-26 17:20:42,1
36.024,2022-08-26 17:25:43,1
36.024,2022-08-26 17:30:43,1
35.537,2022-08-26 17:35:43,1
36.511,2022-08-26 17:40:43,1
36.998,2022-08-26 17:45:43,1
36.511,2022-08-26 17:50:43,1
37.972,2022-08-26 17:55:43,1
37.485,2022-08-26 18:00:44,1
36.998,2022-08-26 18:05:44,1
36.998,2022-08-26 18:10:44,1
37.485,2022-08-26 18:15:44,1
36.998,2022-08-26 18:20:44,1
36.998,2022-08-26 18:25:44,1
36.511,2022-08-26 18:30:45,1
37.972,2022-08-26 18:35:45,1
36.998,2022-08-26 18:40:45,1
37.485,2022-08-26 18:45:45,1
37.972,2022-08-26 18:50:45,1
36.998,2022-08-26 18:55:45,1
37.485,2022-08-26 19:00:45,1
36.998,2022-08-26 19:05:46,1
38.459,2022-08-26 19:10:46,1
37.972,2022-08-26 19:15:46,1
37.485,2022-08-26 19:20:46,1
37.485,2022-08-26 19:25:46,1
37.485,2022-08-26 19:30:47,1
37.485,2022-08-26 19:35:47,1
38.459,2022-08-26 19:40:47,1
37.485,2022-08-26 19:45:47,1
37.485,2022-08-26 19:50:47,1
37.972,2022-08-26 19:55:47,1
37.972,2022-08-26 20:00:47,1
37.485,2022-08-26 20:05:47,1
37.485,2022-08-26 20:10:48,1
36.998,2022-08-26 20:15:48,1
38.459,2022-08-26 20:20:48,1
36.998,2022-08-26 20:25:48,1
36.998,2022-08-26 20:30:48,1
37.972,2022-08-26 20:35:48,1
36.998,2022-08-26 20:40:49,1
36.511,2022-08-26 20:45:49,1
38.459,2022-08-26 20:50:49,1
37.485,2022-08-26 20:55:49,1
38.459,2022-08-26 21:00:49,1
37.485,2022-08-26 21:05:49,1
38.459,2022-08-26 21:10:49,1
37.972,2022-08-26 21:15:50,1
36.998,2022-08-26 21:20:50,1
38.459,2022-08-26 21:25:50,1
37.972,2022-08-26 21:30:50,1
38.946,2022-08-26 21:35:50,1
36.998,2022-08-26 21:40:50,1
36.998,2022-08-26 21:45:51,1
37.485,2022-08-26 21:50:51,1
36.998,2022-08-26 21:55:51,1
37.972,2022-08-26 22:00:51,1
36.998,2022-08-26 22:05:51,1
38.459,2022-08-26 22:10:51,1
37.485,2022-08-26 22:15:51,1
37.972,2022-08-26 22:20:52,1
37.485,2022-08-26 22:25:52,1
37.972,2022-08-26 22:30:52,1
36.998,2022-08-26 22:35:52,1
37.972,2022-08-26 22:40:52,1
37.485,2022-08-26 22:45:52,1
36.998,2022-08-26 22:50:52,1
38.946,2022-08-26 22:55:53,1
37.972,2022-08-26 23:00:53,1
36.998,2022-08-26 23:05:53,1
37.485,2022-08-26 23:10:53,1
37.972,2022-08-26 23:15:53,1
37.485,2022-08-26 23:20:53,1
38.459,2022-08-26 23:25:54,1
37.485,2022-08-26 23:30:54,1
37.972,2022-08-26 23:35:54,1
37.485,2022-08-26 23:40:54,1
37.485,2022-08-26 23:45:54,1
37.485,2022-08-26 23:50:54,1
38.946,2022-08-26 23:55:54,1
38.946,2022-08-27 00:00:55,1
37.485,2022-08-27 00:05:55,1
38.459,2022-08-27 00:10:55,1
37.972,2022-08-27 00:15:55,1
37.485,2022-08-27 00:20:55,1
36.998,2022-08-27 00:25:55,1
37.485,2022-08-27 00:30:55,1
36.511,2022-08-27 00:35:56,1
38.459,2022-08-27 00:40:56,1
37.485,2022-08-27 00:45:56,1
37.485,2022-08-27 00:50:56,1
37.485,2022-08-27 00:55:56,1
36.998,2022-08-27 01:00:56,1
38.459,2022-08-27 01:05:56,1
37.485,2022-08-27 01:10:57,1
37.972,2022-08-27 01:15:57,1
36.511,2022-08-27 01:20:57,1
37.972,2022-08-27 01:25:57,1
37.485,2022-08-27 01:30:57,1
36.998,2022-08-27 01:35:58,1
36.998,2022-08-27 01:40:58,1
38.946,2022-08-27 01:45:58,1
36.998,2022-08-27 01:50:58,1
37.485,2022-08-27 01:55:58,1
37.485,2022-08-27 02:00:58,1
37.485,2022-08-27 02:05:59,1
38.459,2022-08-27 02:10:59,1
36.024,2022-08-27 02:15:59,1
37.485,2022-08-27 02:20:59,1
37.485,2022-08-27 02:25:59,1
37.485,2022-08-27 02:30:59,1
37.485,2022-08-27 02:35:59,1
37.972,2022-08-27 02:41:00,1
37.972,2022-08-27 02:46:00,1
37.485,2022-08-27 02:51:00,1
37.485,2022-08-27 02:56:00,1
37.485,2022-08-27 03:01:00,1
36.998,2022-08-27 03:06:00,1
37.972,2022-08-27 03:11:01,1
36.511,2022-08-27 03:16:01,1
37.485,2022-08-27 03:21:01,1
37.972,2022-08-27 03:26:01,1
37.972,2022-08-27 03:31:01,1
37.972,2022-08-27 03:36:01,1
36.511,2022-08-27 03:41:01,1
36.511,2022-08-27 03:46:02,1
37.972,2022-08-27 03:51:02,1
37.485,2022-08-27 03:56:02,1
36.511,2022-08-27 04:01:02,1
37.485,2022-08-27 04:06:02,1
37.972,2022-08-27 04:11:02,1
36.998,2022-08-27 04:16:03,1
36.998,2022-08-27 04:21:03,1
36.998,2022-08-27 04:26:03,1
36.998,2022-08-27 04:31:03,1
37.485,2022-08-27 04:36:03,1
37.972,2022-08-27 04:41:03,1
38.459,2022-08-27 04:46:04,1
37.972,2022-08-27 04:51:04,1
37.972,2022-08-27 04:56:04,1
36.511,2022-08-27 05:01:04,1
37.485,2022-08-27 05:06:04,1
36.024,2022-08-27 05:11:04,1
37.972,2022-08-27 05:16:05,1
38.459,2022-08-27 05:21:05,1
36.998,2022-08-27 05:26:05,1
37.972,2022-08-27 05:31:05,1
37.485,2022-08-27 05:36:05,1
36.998,2022-08-27 05:41:05,1
36.998,2022-08-27 05:46:05,1
36.998,2022-08-27 05:51:06,1
36.511,2022-08-27 05:56:06,1
36.998,2022-08-27 06:01:06,1
36.998,2022-08-27 06:06:06,1
36.998,2022-08-27 06:11:06,1
37.485,2022-08-27 06:16:06,1
37.972,2022-08-27 06:21:07,1
37.485,2022-08-27 06:26:07,1
39.433,2022-08-27 06:31:07,1
36.998,2022-08-27 06:36:07,1
36.511,2022-08-27 06:41:07,1
36.024,2022-08-27 06:46:07,1
36.511,2022-08-27 06:51:08,1
36.998,2022-08-27 06:56:08,1
37.485,2022-08-27 07:01:08,1
36.511,2022-08-27 07:06:08,1
38.459,2022-08-27 07:11:08,1
36.998,2022-08-27 07:16:09,1
37.972,2022-08-27 07:21:09,1
37.972,2022-08-27 07:26:09,1
36.998,2022-08-27 07:31:09,1
37.485,2022-08-27 07:36:09,1
37.972,2022-08-27 07:41:09,1
37.972,2022-08-27 07:46:09,1
37.485,2022-08-27 07:51:09,1
36.998,2022-08-27 07:56:10,1
37.972,2022-08-27 08:01:10,1
36.511,2022-08-27 08:06:10,1
37.485,2022-08-27 08:11:10,1
36.998,2022-08-27 08:16:10,1
37.485,2022-08-27 08:21:10,1
36.998,2022-08-27 08:26:11,1
36.998,2022-08-27 08:31:11,1
36.998,2022-08-27 08:36:11,1
36.511,2022-08-27 08:41:11,1
36.511,2022-08-27 08:46:11,1
37.485,2022-08-27 08:51:11,1
36.024,2022-08-27 08:56:12,1
37.485,2022-08-27 09:01:12,1
37.485,2022-08-27 09:06:12,1
37.485,2022-08-27 09:11:12,1
36.998,2022-08-27 09:16:12,1
37.972,2022-08-27 09:21:12,1
36.511,2022-08-27 09:26:13,1
36.998,2022-08-27 09:31:13,1
37.972,2022-08-27 09:36:13,1
36.998,2022-08-27 09:41:13,1
36.998,2022-08-27 09:46:13,1
37.972,2022-08-27 09:51:14,1
36.998,2022-08-27 09:56:14,1
37.485,2022-08-27 10:01:14,1
36.998,2022-08-27 10:06:14,1
37.485,2022-08-27 10:11:14,1
37.485,2022-08-27 10:16:14,1
37.485,2022-08-27 10:21:14,1
37.485,2022-08-27 10:26:15,1
37.485,2022-08-27 10:31:15,1
36.998,2022-08-27 10:36:15,1
37.972,2022-08-27 10:41:15,1
37.485,2022-08-27 10:46:15,1
39.433,2022-08-27 10:51:16,1
37.972,2022-08-27 10:56:16,1
38.459,2022-08-27 11:01:16,1
37.485,2022-08-27 11:06:16,1
36.511,2022-08-27 11:11:16,1
37.485,2022-08-27 11:16:16,1
36.998,2022-08-27 11:21:17,1
38.946,2022-08-27 11:26:17,1
38.459,2022-08-27 11:31:17,1
37.485,2022-08-27 11:36:17,1
37.972,2022-08-27 11:41:17,1
37.972,2022-08-27 11:46:17,1
37.972,2022-08-27 11:51:17,1
37.972,2022-08-27 11:56:18,1
36.998,2022-08-27 12:01:18,1
37.485,2022-08-27 12:06:18,1
38.459,2022-08-27 12:11:18,1
37.972,2022-08-27 12:16:18,1
38.459,2022-08-27 12:21:18,1
37.485,2022-08-27 12:26:19,1
37.485,2022-08-27 12:31:19,1
37.972,2022-08-27 12:36:19,1
37.485,2022-08-27 12:41:19,1
38.946,2022-08-27 12:46:19,1
37.972,2022-08-27 12:51:20,1
37.485,2022-08-27 12:56:20,1
37.485,2022-08-27 13:01:20,1
37.972,2022-08-27 13:06:20,1
38.459,2022-08-27 13:11:20,1
37.485,2022-08-27 13:16:21,1
38.459,2022-08-27 13:21:21,1
37.485,2022-08-27 13:26:21,1
36.998,2022-08-27 13:31:21,1
37.485,2022-08-27 13:36:21,1
37.972,2022-08-27 13:41:21,1
38.459,2022-08-27 13:46:22,1
37.972,2022-08-27 13:51:22,1
36.511,2022-08-27 13:56:22,1
37.972,2022-08-27 14:01:22,1
38.459,2022-08-27 14:06:22,1
37.972,2022-08-27 14:11:23,1
38.946,2022-08-27 14:16:23,1
37.972,2022-08-27 14:21:23,1
37.972,2022-08-27 14:26:23,1
38.946,2022-08-27 14:31:23,1
37.972,2022-08-27 14:36:23,1
36.998,2022-08-27 14:41:24,1
38.946,2022-08-27 14:46:24,1
38.459,2022-08-27 14:51:24,1
37.972,2022-08-27 14:56:24,1
38.946,2022-08-27 15:01:24,1
37.972,2022-08-27 15:06:25,1
38.946,2022-08-27 15:11:25,1
38.946,2022-08-27 15:16:25,1
38.459,2022-08-27 15:21:25,1
39.92,2022-08-27 15:26:25,1
38.459,2022-08-27 15:31:25,1
38.459,2022-08-27 15:36:26,1
38.459,2022-08-27 15:41:26,1
39.433,2022-08-27 15:46:26,1
37.972,2022-08-27 15:51:26,1
38.459,2022-08-27 15:56:26,1
38.459,2022-08-27 16:01:26,1
37.972,2022-08-27 16:06:27,1
38.459,2022-08-27 16:11:27,1
37.972,2022-08-27 16:16:27,1
37.972,2022-08-27 16:21:27,1
37.972,2022-08-27 16:26:27,1
37.972,2022-08-27 16:31:27,1
38.459,2022-08-27 16:36:28,1
38.459,2022-08-27 16:41:28,1
38.946,2022-08-27 16:46:28,1
37.972,2022-08-27 16:51:28,1
38.946,2022-08-27 16:56:28,1
38.459,2022-08-27 17:01:29,1
37.972,2022-08-27 17:06:29,1
38.459,2022-08-27 17:11:29,1
38.946,2022-08-27 17:16:29,1
37.485,2022-08-27 17:21:29,1
37.485,2022-08-27 17:26:29,1
38.946,2022-08-27 17:31:30,1
37.972,2022-08-27 17:36:30,1
37.485,2022-08-27 17:41:30,1
39.433,2022-08-27 17:46:30,1
39.433,2022-08-27 17:51:30,1
38.459,2022-08-27 17:56:30,1
37.972,2022-08-27 18:01:31,1
38.459,2022-08-27 18:06:31,1
38.459,2022-08-27 18:11:31,1
37.972,2022-08-27 18:16:31,1
38.946,2022-08-27 18:21:31,1
38.946,2022-08-27 18:26:31,1
37.972,2022-08-27 18:31:32,1
38.946,2022-08-27 18:36:32,1
37.485,2022-08-27 18:41:32,1
38.459,2022-08-27 18:46:32,1
38.946,2022-08-27 18:51:32,1
38.459,2022-08-27 18:56:33,1
37.485,2022-08-27 19:01:33,1
38.946,2022-08-27 19:06:33,1
38.459,2022-08-27 19:11:33,1
38.459,2022-08-27 19:16:33,1
38.946,2022-08-27 19:21:33,1
39.433,2022-08-27 19:26:33,1
38.459,2022-08-27 19:31:34,1
37.485,2022-08-27 19:36:34,1
38.459,2022-08-27 19:41:34,1
36.998,2022-08-27 19:46:34,1
38.946,2022-08-27 19:51:34,1
38.459,2022-08-27 19:56:35,1
38.459,2022-08-27 20:01:35,1
38.459,2022-08-27 20:06:35,1
37.972,2022-08-27 20:11:35,1
38.946,2022-08-27 20:16:35,1
38.946,2022-08-27 20:21:35,1
38.459,2022-08-27 20:26:36,1
38.459,2022-08-27 20:31:36,1
38.459,2022-08-27 20:36:36,1
37.972,2022-08-27 20:41:36,1
38.459,2022-08-27 20:46:36,1
38.459,2022-08-27 20:51:36,1
37.972,2022-08-27 20:56:37,1
37.972,2022-08-27 21:01:37,1
38.459,2022-08-27 21:06:37,1
38.946,2022-08-27 21:11:37,1
37.972,2022-08-27 21:16:37,1
38.459,2022-08-27 21:21:37,1
38.946,2022-08-27 21:26:38,1
37.972,2022-08-27 21:31:38,1
38.459,2022-08-27 21:36:38,1
37.972,2022-08-27 21:41:38,1
38.946,2022-08-27 21:46:38,1
38.459,2022-08-27 21:51:39,1
37.972,2022-08-27 21:56:39,1
37.972,2022-08-27 22:01:39,1
38.946,2022-08-27 22:06:39,1
38.459,2022-08-27 22:11:39,1
38.459,2022-08-27 22:16:39,1
37.485,2022-08-27 22:21:40,1
37.972,2022-08-27 22:26:40,1
37.485,2022-08-27 22:31:40,1
37.485,2022-08-27 22:36:40,1
38.459,2022-08-27 22:41:40,1
38.459,2022-08-27 22:46:41,1
39.433,2022-08-27 22:51:41,1
38.459,2022-08-27 22:56:41,1
37.972,2022-08-27 23:01:41,1
38.946,2022-08-27 23:06:41,1
38.459,2022-08-27 23:11:41,1
38.946,2022-08-27 23:16:41,1
37.485,2022-08-27 23:21:42,1
38.459,2022-08-27 23:26:42,1
38.946,2022-08-27 23:31:42,1
37.972,2022-08-27 23:36:42,1
38.946,2022-08-27 23:41:42,1
38.459,2022-08-27 23:46:42,1
37.972,2022-08-27 23:51:43,1
38.946,2022-08-27 23:56:43,1
38.459,2022-08-28 00:01:43,1
38.459,2022-08-28 00:06:43,1
38.459,2022-08-28 00:11:43,1
38.459,2022-08-28 00:16:44,1
38.459,2022-08-28 00:21:44,1
38.946,2022-08-28 00:26:44,1
38.946,2022-08-28 00:31:44,1
38.459,2022-08-28 00:36:44,1
38.459,2022-08-28 00:41:44,1
37.972,2022-08-28 00:46:45,1
38.459,2022-08-28 00:51:45,1
38.459,2022-08-28 00:56:45,1
37.485,2022-08-28 01:01:45,1
38.946,2022-08-28 01:06:45,1
38.459,2022-08-28 01:11:46,1
38.459,2022-08-28 01:16:46,1
36.998,2022-08-28 01:21:46,1
37.972,2022-08-28 01:26:46,1
37.485,2022-08-28 01:31:46,1
37.485,2022-08-28 01:36:47,1
37.972,2022-08-28 01:41:47,1
38.946,2022-08-28 01:46:47,1
38.946,2022-08-28 01:51:47,1
38.946,2022-08-28 01:56:47,1
37.972,2022-08-28 02:01:47,1
38.459,2022-08-28 02:06:48,1
38.459,2022-08-28 02:11:48,1
38.459,2022-08-28 02:16:48,1
37.485,2022-08-28 02:21:48,1
37.972,2022-08-28 02:26:48,1
38.459,2022-08-28 02:31:49,1
38.946,2022-08-28 02:36:49,1
38.459,2022-08-28 02:41:49,1
37.485,2022-08-28 02:46:49,1
38.459,2022-08-28 02:51:49,1
